window_years,leverage,protection,rebalance,vrp_mode,n,cagr_median,cagr_p5,cagr_p25,cagr_p75,cagr_p95,cagr_mean,mdd_median,mdd_p95,p_ruin,tw_p5,tw_median,median_logwealth
15,1.0,put15,daily,fair,281,0.0855869393416315,0.0383362495840704,0.0648985292503774,0.1001429693932729,0.1181284329815992,0.08147859486878233,0.517232501021976,0.5698057862453727,0.0,1.7582532270766422,3.427648904751932,1.2318745756396008
15,1.0,put20,daily,fair,281,0.0901611146237042,0.0398971461873938,0.0661378707435533,0.1035435245792009,0.1276411831272046,0.08459216998379024,0.5145529509301094,0.5633049523351992,0.0,1.798321865155848,3.649919796325144,1.2947051937434273
15,1.0,put25,daily,fair,281,0.0920290093366607,0.0411407864891824,0.0657775683974433,0.1049319054830053,0.1338329793799599,0.08651569875419518,0.5163623432795464,0.5590044681153746,0.0,1.8312589672627504,3.744847366057316,1.3203808594115862
15,2.0,put15,daily,fair,281,0.1250963529819924,0.0262204016014757,0.0753542303773016,0.1494906694781996,0.1978888895610084,0.11559880749746311,0.8069709198532102,0.8788615750071165,0.0,1.474406913592753,5.8578823005615135,1.7677881561179152
15,2.0,put20,daily,fair,281,0.1300313889194078,0.0223308289245991,0.0731012596163136,0.1538303372574543,0.2190142065567593,0.11941456763263535,0.8042604133140165,0.8829192421667488,0.0,1.3927668634821422,6.259495020860677,1.8340995142640608
15,2.0,put25,daily,fair,281,0.132667361995004,0.0191831900575345,0.071516145992172,0.154891900086715,0.2319614702283299,0.12100573688677371,0.8053386200624583,0.8784182878482798,0.0,1.3298094911644385,6.479967495287673,1.8687154941922928
15,3.0,put15,daily,fair,281,0.1370223865542648,-0.0086310160658511,0.0666104711184987,0.1806745015567261,0.2499446458575713,0.12756299645184258,0.9354750544056658,0.9789337867393844,0.0,0.8780455114760063,6.863938824205279,1.9262814495884384
15,3.0,put20,daily,fair,281,0.1367331322193898,-0.0247752709206132,0.0597874127629041,0.1871106601598049,0.2774830450565229,0.12943775495323967,0.934385611723557,0.9817905721189522,0.0,0.6863776317963803,6.835392995801441,1.922113966079896
15,3.0,put25,daily,fair,281,0.1435373421666887,-0.032629013051982,0.0522085178253122,0.184500284092606,0.2979562078258346,0.12825746664112334,0.9382064864795532,0.9805422836646236,0.0,0.6080306242649712,7.48366084626555,2.0127220902104237
15,1.0,put15,daily,marked_up,281,0.0749339091613217,0.0262301483018503,0.0522486924226726,0.0892576013496986,0.1061906531928864,0.06971958028058789,0.5277833943167092,0.5817197027119761,0.0,1.4746169885485425,2.956296067753263,1.0839371563090408
