window_years,leverage,protection,rebalance,vrp_mode,n,cagr_median,cagr_p5,cagr_p25,cagr_p75,cagr_p95,cagr_mean,mdd_median,mdd_p95,p_ruin,tw_p5,tw_median,median_logwealth
5,1.0,put15,daily,fair,401,0.1032750217787663,-0.0189012035756432,0.0516507978328784,0.1353314549711455,0.2214303714553391,0.09740825661492546,0.2779493441694528,0.5609631459555242,0.0,0.9090115197621528,1.6349579054334984,0.4916170581055516
5,1.0,put20,daily,fair,401,0.1128493880766638,-0.0243333306333912,0.0502596560945423,0.1428748986790424,0.2277242309032481,0.10187969844374822,0.2735362118413014,0.5585575028068349,0.0,0.8840674001928984,1.7071721158958597,0.5348382681938303
5,1.0,put25,daily,fair,401,0.1178411285394176,-0.0273165545137056,0.0516038598711183,0.1490816503529421,0.2310034496175099,0.10467982865194128,0.2653588087383147,0.5549630268798939,0.0,0.8706946090695332,1.745288825783549,0.5569200581664318
5,2.0,put15,daily,fair,401,0.1677495266789628,-0.0994992161988976,0.0621116016961036,0.235611128505738,0.3901995079553533,0.14868697928193383,0.5225056329163922,0.8468076154386451,0.0,0.5920072345873169,2.17213490594095,0.7757105115337174
5,2.0,put20,daily,fair,401,0.1813074771952443,-0.1115829582132934,0.0555774258252022,0.256763362743323,0.4095044468361364,0.15684984167166746,0.5046490360015506,0.8451259317204243,0.0,0.5533232178310893,2.300747290063424,0.8332339788869229
5,2.0,put25,daily,fair,401,0.1905827901182142,-0.1134529529150151,0.0511383754650616,0.2680849814736714,0.4200702976570682,0.16147808668325972,0.4904960646315984,0.8425381146056632,0.0,0.5477025136975988,2.3919172344331314,0.8720952345002637
5,3.0,put15,daily,fair,401,0.1902547660938307,-0.1934673846499071,0.0332242854117503,0.3238997950975588,0.545093152112067,0.1796621349495443,0.6918203430156513,0.9573763720546096,0.0,0.3413293127525172,2.388624448636292,0.8707176557504606
5,3.0,put20,daily,fair,401,0.2189850919022855,-0.2224488732765867,0.037867040605493,0.3607136130557831,0.585802817397197,0.19073203438840128,0.6775057548232897,0.956674247593645,0.0,0.2840667478623395,2.692579651433344,0.9904997123158958
5,3.0,put25,daily,fair,401,0.2330189692534299,-0.2304593061780055,0.0305964543417656,0.3786483559596036,0.6066728036923414,0.1962130478644243,0.6630524984792625,0.955437952767628,0.0,0.269726950341518,2.851251890544514,1.0477581576743782
5,1.0,put15,daily,marked_up,401,0.0939562498826449,-0.0337135430473337,0.0388124566602441,0.1245754860496641,0.2128270240795,0.08620372256909009,0.2892943208811295,0.5654792744266208,0.0,0.8423622193087327,1.5666539389343737,0.4489420959304603
