window_years,leverage,protection,rebalance,vrp_mode,n,cagr_median,cagr_p5,cagr_p25,cagr_p75,cagr_p95,cagr_mean,mdd_median,mdd_p95,p_ruin,tw_p5,tw_median,median_logwealth
10,1.0,put15,daily,fair,341,0.0948391393901697,0.0045024640938771,0.0674530138999371,0.1159281150242772,0.1673925174872352,0.09115274310257121,0.4618484627639991,0.5668110700621309,0.0,1.0459414966632932,2.4748963415466694,0.9061985129402036
10,1.0,put20,daily,fair,341,0.097337529054688,-6.762220611744585e-05,0.0705029799307266,0.124144853501968,0.17525315589118,0.09497049830161543,0.4738601934704174,0.562088544795061,0.0,0.9993238911657478,2.531964116368933,0.928995332131321
10,1.0,put25,daily,fair,341,0.0987617607124908,-0.0025635886059223,0.071685167562179,0.1291127816292874,0.1802343650545086,0.09733594191586423,0.4841685509423321,0.5570136468659115,0.0,0.9746475662315424,2.5656850754061784,0.9422255288899706
10,2.0,put15,daily,fair,341,0.1411961869124636,-0.0369916605041339,0.0810856232185692,0.1992019765743791,0.2709575635647125,0.1352421352990741,0.7495948844303457,0.8546797655899104,0.0,0.6858564905056741,3.748337473302629,1.3213124012252526
10,2.0,put20,daily,fair,341,0.141641189485085,-0.0499839363215597,0.0834298841080283,0.2155307958027017,0.2885808966753185,0.14123844587986717,0.7685692897521579,0.8510459626498903,0.0,0.5987961550801346,3.760257100729899,1.3244873329178408
10,2.0,put25,daily,fair,341,0.1454019690683405,-0.058263812433697,0.0838902234143537,0.2269541115850653,0.3004226625924142,0.14433694891062596,0.7875556605572873,0.8469048574492377,0.0,0.5485112312981427,3.888851690814468,1.3581139188883105
10,3.0,put15,daily,fair,341,0.1655923498925333,-0.0860418702680606,0.0675011048253007,0.2521529384895737,0.3594420168845456,0.1571574603993026,0.8935322637960459,0.9628240806834804,0.0,0.4066394542610998,4.631697378388715,1.5329234053187777
10,3.0,put20,daily,fair,341,0.1736082031328067,-0.1158763537105702,0.0617377961967409,0.27361144809147,0.3870071192897872,0.16348811975262934,0.903917765288046,0.968192435146956,0.0,0.2916825191575639,4.958228486689085,1.6010485169983164
10,3.0,put25,daily,fair,341,0.1682345807086251,-0.1380599798604083,0.0615672457676554,0.2908607345637484,0.4056588755033357,0.16551577537266324,0.9217827509098032,0.969433060271472,0.0,0.2262067055256271,4.733780671811558,1.5547241796026958
10,1.0,put15,daily,marked_up,341,0.0831013410820284,-0.0073837100340246,0.0547308419029888,0.1058397563117594,0.1579498305851321,0.07968670351772035,0.4790054738250077,0.5768902452565772,0.0,0.9285779953333426,2.221485466476442,0.7981761011606058
10,1.0,put20,daily,marked_up,341,0.0882584333060092,-0.0114367263972882,0.0599658965838512,0.1166433079697801,0.167667750782567,0.08613911878009493,0.4965488874735441,0.5691712844945538,0.0,0.8913006079275592,2.3295397748329387,0.8456707265367349
10,1.0,put25,daily,marked_up,341,0.0923599707952036,-0.0110404098630225,0.0641539831429469,0.1234516024270346,0.1740708520372924,0.09089314196695025,0.4934548293523242,0.5634822998254145,0.0,0.8948817720193181,2.4199998069588613,0.8837674603995263
10,2.0,put15,daily,marked_up,341,0.1155651336737717,-0.0591128142599424,0.0554289707883297,0.1746994942796018,0.2498976446178105,0.11083400187826091,0.764149162420177,0.8649746046465767,0.0,0.5437656416550544,2.986375217661561,1.094060350184917
10,2.0,put20,daily,marked_up,341,0.1236870715650932,-0.072048304953612,0.0637500111536706,0.1986875005414601,0.271596103394117,0.12252377719105591,0.7827311103550194,0.8655713323918253,0.0,0.473476195646034,3.211159154400024,1.166631979248106
10,2.0,put25,daily,marked_up,341,0.1322530351958131,-0.075179465861714,0.0685796901085618,0.2159026969395872,0.28622349869393,0.13074230126186742,0.7954795280759206,0.8651460073564683,0.0,0.4575465083322317,3.464626871395244,1.2426049418204006
10,3.0,put15,daily,marked_up,341,0.1208421727270345,-0.1205197620531012,0.0271685066406512,0.2159064383170508,0.3229735572628254,0.11859970463140213,0.904379751982586,0.970314183227984,0.0,0.2769090838284155,3.1297702341713856,1.1409595942446151
10,3.0,put20,daily,marked_up,341,0.1378063289976996,-0.1438485012817956,0.0336303638402526,0.2465789528707678,0.3597950612135998,0.1342184275027866,0.9138928132703285,0.9737830626649542,0.0,0.2116403864035069,3.637141566602733,1.2911980892513837
10,3.0,put25,daily,marked_up,341,0.1438639553623424,-0.1590317668397322,0.0362497562981403,0.2726905560805186,0.3860303727939767,0.1444363474736915,0.9265888021121,0.973373432645826,0.0,0.1768019280518686,3.8355147782798937,1.3443036574354446
10,1.0,none,daily,none,341,0.1040568181109806,-0.0045494436560307,0.0717848153837574,0.1362406082006089,0.1840745989837524,0.10094211185541241,0.4741411878348351,0.5525024106682103,0.0,0.9554197743780772,2.6913680523050973,0.9900496339661904
10,2.0,none,daily,none,341,0.1366666497510196,-0.0830124136195439,0.0885472385915187,0.240286902578253,0.3130889896439344,0.14629388462182277,0.7790336898760306,0.8581870300900398,0.0,0.4203228917609052,3.6021322270915803,1.2815259554335685
10,3.0,none,daily,none,341,0.1348121816170238,-0.1968122553536346,0.0592068038326738,0.3122666233421951,0.4267002840609231,0.15705816082292862,0.9189318017703284,0.9746438948596368,0.0,0.1116967235206986,3.5437693797850387,1.2651909572013813
10,1.0,put15,monthly,fair,341,0.1011046605800178,0.0145771223717214,0.0753317275191094,0.1213664683762336,0.1683941970050513,0.09705523950707931,0.4559703668144287,0.5376870803361783,0.0,1.1556918440248818,2.620253252675547,0.9632709744281452
10,1.0,put20,monthly,fair,341,0.1039850528716632,0.0115680178525097,0.077530471277627,0.1289230332783961,0.1757807926366794,0.10101118584596469,0.4713921846435158,0.5325951638626316,0.0,1.1218739471178945,2.6903474681720265,0.9896703555961532
10,1.0,put25,monthly,fair,341,0.1063421631954908,0.0082086148273485,0.0806104838234433,0.134059136651752,0.1806442041093534,0.10348955050794743,0.4786867234014715,0.5280572100951935,0.0,1.0852220790914,2.748367997195124,1.0110072799486156
10,2.0,put15,monthly,fair,341,0.1629527685524503,-0.0039460543465359,0.1110777686741757,0.2175087751966802,0.2844619846476472,0.15770201023018335,0.734315668595625,0.8127884333932063,0.0,0.9612172362810176,4.524099077510772,1.5094184584364263
10,2.0,put20,monthly,fair,341,0.1684689430392898,-0.0114268719838754,0.1123134495996267,0.2343864028279234,0.3027587412966135,0.16464946831167768,0.752908579105444,0.8082495191040375,0.0,0.8914175451687973,4.745306837710359,1.5571560954528043
10,2.0,put25,monthly,fair,341,0.1694139309035416,-0.027284407985786,0.1131005153652686,0.2454551458529552,0.3110242515246153,0.16855178373769614,0.7731771101077414,0.8054217990684447,0.0,0.7583022201770718,4.783829307116742,1.5652413360612722
10,3.0,put15,monthly,fair,341,0.2129737454855964,-0.0372825641894495,0.1236183888585809,0.2976929669000319,0.3818344370624291,0.2037182034624049,0.896942257879977,0.957610776330392,0.0,0.6839289115765513,6.900147375927956,1.931542770205256
10,3.0,put20,monthly,fair,341,0.2304065477848664,-0.049718027535246,0.1201837350534835,0.3260227454375479,0.4121059595340783,0.2125335794323554,0.9106340954178808,0.9606449795836224,0.0,0.6004745236992415,7.9544399226692,2.0737302536127493
10,3.0,put25,monthly,fair,341,0.223049222895594,-0.0719572953005582,0.1124752500619623,0.3434778903279314,0.4276853126820557,0.2165781117402183,0.9256999901516584,0.9664120304746576,0.0,0.473746942470319,7.495463141947866,2.0142979231007763
10,1.0,put15,monthly,marked_up,341,0.0894929495424725,0.0033774318023285,0.0613085341069288,0.1115437442627009,0.1584220551305464,0.08551799022818983,0.4701916245909933,0.5481770371362384,0.0,1.0342875117604036,2.357203697772206,0.8574760426942063
10,1.0,put20,monthly,marked_up,341,0.0945572863141042,-0.0007179647873396,0.0684332164292294,0.121251756111828,0.1685939502462401,0.09212371439853274,0.4865639331680371,0.5416784204286276,0.0,0.9928425279194332,2.4685315265346395,0.9036234501704244
10,1.0,put25,monthly,marked_up,341,0.0987747200586486,-0.0003649142402317,0.0726268801916529,0.1281594787188271,0.1745979579805943,0.09700484793476151,0.4876126686747165,0.5330937823776651,0.0,0.9963553506455998,2.5659878254962987,0.9423435216367094
10,2.0,put15,monthly,marked_up,341,0.1382841052512327,-0.0262545110617807,0.0830118939466422,0.1938890071270458,0.2591320408737638,0.13272289949702173,0.7592027794947642,0.82334293030358,0.0,0.766314662648153,3.65244527836241,1.295396882562632
10,2.0,put20,monthly,marked_up,341,0.1476986936537472,-0.0330184599323389,0.0924590865727521,0.2167214767950245,0.2836396960029583,0.145480957118852,0.7711648022259819,0.8252373123927205,0.0,0.7148283941799388,3.967569772621364,1.378153759305726
10,2.0,put25,monthly,marked_up,341,0.1545798088040475,-0.0412555931620819,0.0964236482282723,0.2317114485988716,0.3013855756088892,0.15461555879925287,0.7797322286738277,0.8204334561054628,0.0,0.6560747011315138,4.212073534028708,1.4379550523407767
10,3.0,put15,monthly,marked_up,341,0.1683330111433811,-0.070347085519938,0.086246233096374,0.2578028877735037,0.3492829966427173,0.1633357043062063,0.9092447532511728,0.9646732475644518,0.0,0.4820346440530421,4.741807937223863,1.5564184843395967
10,3.0,put20,monthly,marked_up,341,0.1923016207852768,-0.0802479133019016,0.0904959367030073,0.2956444434799161,0.3844929350500312,0.18181136777775245,0.9180583347141772,0.969229616130184,0.0,0.4331697157806287,5.80718832348236,1.7590965162898131
10,3.0,put25,monthly,marked_up,341,0.2012413522628806,-0.094556669948653,0.0918697268605168,0.322115966655518,0.4104122834719601,0.19440116703425275,0.9291549035181694,0.9703967549627704,0.0,0.37019928650325,6.2607990654566725,1.8343078232050043
10,1.0,none,monthly,none,341,0.1072543472379097,0.0075109365728474,0.0828062350703968,0.1429450580133346,0.1834387906877961,0.10735678920205259,0.4685160756885238,0.5240694837793771,0.0,1.077710563946738,2.770349181255353,1.0189733704695068
10,2.0,none,monthly,none,341,0.1605476515360153,-0.0383709533072258,0.1230540109480353,0.2664677477123673,0.317693946661725,0.17283844473030238,0.7709933499345895,0.7987302003472464,0.0,0.6761646607742537,4.431403047655649,1.4887162489598431
10,3.0,none,monthly,none,341,0.18835187868886,-0.1122995757469542,0.1295827673561118,0.3666897852462856,0.4423073035320681,0.21571159901036796,0.9217821164900284,0.963542312401827,0.0,0.3038039771575773,5.620285190347197,1.7263824082314647
