leverage,protection,moneyness,rebalance,vrp_mode,window_years,start,end,terminal_wealth,cagr,max_drawdown,ruined,log_terminal
1.0,put15,0.15,monthly,fair,10,1989-09-05,1999-09-07,4.183082422539659,0.1537829826990389,0.24495418627077759,False,1.4310483964351117
1.0,put15,0.15,monthly,fair,10,1989-10-05,1999-10-05,3.8348026601535334,0.1438848131499606,0.25848145816637924,False,1.3441179759081485
1.0,put15,0.15,monthly,fair,10,1989-11-06,1999-11-08,4.512816617242649,0.16256676382832036,0.1968097252980383,False,1.5069214856834925
1.0,put15,0.15,monthly,fair,10,1989-12-05,1999-12-06,4.64388701515203,0.16594761026011096,0.1968097252980383,False,1.5355517343303893
1.0,put15,0.15,monthly,fair,10,1990-01-05,2000-01-05,4.381096591320257,0.1592232068403352,0.1968097252980382,False,1.4772990563678172
1.0,put15,0.15,monthly,fair,10,1990-02-05,2000-02-07,4.747476622665604,0.16847254936969813,0.1968097252980382,False,1.5576132395564466
1.0,put15,0.15,monthly,fair,10,1990-03-05,2000-03-06,4.689566938362499,0.16703995080363176,0.1968097252980383,False,1.545340240958702
1.0,put15,0.15,monthly,fair,10,1990-04-05,2000-04-05,4.907489662595976,0.17240181821238498,0.1968097252980382,False,1.5907625407161283
1.0,put15,0.15,monthly,fair,10,1990-05-07,2000-05-08,4.718754752056025,0.16776399134749398,0.1968097252980383,False,1.5515449410729212
1.0,put15,0.15,monthly,fair,10,1990-06-05,2000-06-05,4.622796915967287,0.16541708534788957,0.1968097252980382,False,1.5309999149837028
1.0,put15,0.15,monthly,fair,10,1990-07-05,2000-07-05,4.742271760827934,0.16839419700505132,0.19773239377628815,False,1.5565162953279492
1.0,put15,0.15,monthly,fair,10,1990-08-06,2000-08-07,4.783246403652503,0.16934960189241788,0.22315102947076615,False,1.5651194799199428
1.0,put15,0.15,monthly,fair,10,1990-09-05,2000-09-05,4.884020453530445,0.1718400042060002,0.24495418627077759,False,1.5859687441042356
1.0,put15,0.15,monthly,fair,10,1990-10-05,2000-10-05,4.654270238430197,0.16620800581317874,0.25848145816637935,False,1.5377851290366726
1.0,put15,0.15,monthly,fair,10,1990-11-05,2000-11-06,4.816505804308782,0.17015982121546913,0.1968097252980383,False,1.5720487283033195
1.0,put15,0.15,monthly,fair,10,1990-12-05,2000-12-05,4.647842572140614,0.16604687138220942,0.1968097252980382,False,1.5364031489546255
1.0,put15,0.15,monthly,fair,10,1991-01-07,2001-01-08,4.443329705813513,0.1607648942735822,0.1968097252980383,False,1.4914040291261157
1.0,put15,0.15,monthly,fair,10,1991-02-05,2001-02-05,4.208691818548658,0.15453251820956737,0.1968097252980382,False,1.4371518674709332
1.0,put15,0.15,monthly,fair,10,1991-03-05,2001-03-05,3.646680412440304,0.13810434015023088,0.1968097252980383,False,1.2938172777263828
1.0,put15,0.15,monthly,fair,10,1991-04-05,2001-04-05,3.6691133380151326,0.1388024304619384,0.2871418290395704,False,1.2999500356060758
1.0,put15,0.15,monthly,fair,10,1991-05-06,2001-05-07,3.577964344281283,0.13590202448925992,0.2865146593778879,False,1.274794019771721
1.0,put15,0.15,monthly,fair,10,1991-06-05,2001-06-05,3.732502259464032,0.14075446877538678,0.27659557199605633,False,1.3170788557797275
1.0,put15,0.15,monthly,fair,10,1991-07-05,2001-07-05,3.7227247345706225,0.14045532905303637,0.27362507545815795,False,1.3144558557001542
1.0,put15,0.15,monthly,fair,10,1991-08-05,2001-08-06,3.5904714212155264,0.13629830266880094,0.27013534237046577,False,1.2782835089809321
1.0,put15,0.15,monthly,fair,10,1991-09-05,2001-09-05,3.462662366199367,0.13222732422674444,0.2777438275471913,False,1.2420377631791857
1.0,put15,0.15,monthly,fair,10,1991-10-07,2001-10-08,3.1463178735957196,0.12139812211442291,0.3754337580290481,False,1.1462328400899127
1.0,put15,0.15,monthly,fair,10,1991-11-05,2001-11-05,3.297533190594509,0.12670915951175155,0.3758066513952414,False,1.1931746709398776
1.0,put15,0.15,monthly,fair,10,1991-12-05,2001-12-05,3.356302509956958,0.12870100595640976,0.3779501264326468,False,1.2108399245774413
1.0,put15,0.15,monthly,fair,10,1992-01-06,2002-01-07,2.937007048949388,0.11370787604054544,0.38690665879130415,False,1.077391052264467
1.0,put15,0.15,monthly,fair,10,1992-02-05,2002-02-05,2.9890865449291173,0.11569976110382241,0.37305537761002316,False,1.0949678373587461
1.0,put15,0.15,monthly,fair,10,1992-03-05,2002-03-05,3.0337468547785593,0.11738936294032709,0.38208970736799974,False,1.1097984413143573
1.0,put15,0.15,monthly,fair,10,1992-04-06,2002-04-08,3.251488563996516,0.12508983687428143,0.3289033584009543,False,1.17911291117388
1.0,put15,0.15,monthly,fair,10,1992-05-05,2002-05-06,2.7313179963667724,0.10568458233066158,0.39435096948725235,False,1.0047842752467986
1.0,put15,0.15,monthly,fair,10,1992-06-05,2002-06-05,2.898065821310531,0.1122877424900044,0.3791942482600865,False,1.0640435563081019
1.0,put15,0.15,monthly,fair,10,1992-07-06,2002-07-08,2.8244809616387734,0.10936728308957844,0.3544039444830208,False,1.0383246173245533
1.0,put15,0.15,monthly,fair,10,1992-08-05,2002-08-05,2.7158049900138663,0.1050852919937666,0.4577547027525787,False,0.9990884066819542
1.0,put15,0.15,monthly,fair,10,1992-09-08,2002-09-09,2.6602951307474054,0.10277564426606078,0.41994224298837357,False,0.9784370680477544
1.0,put15,0.15,monthly,fair,10,1992-10-05,2002-10-07,2.4516575830688696,0.09378003954994685,0.44025382090290377,False,0.8967643603079459
1.0,put15,0.15,monthly,fair,10,1992-11-05,2002-11-05,2.49166137832663,0.09560581954052183,0.4559703668144285,False,0.9129497081956711
1.0,put15,0.15,monthly,fair,10,1992-12-07,2002-12-09,2.4082161587937705,0.09182712020598194,0.4992334111636738,False,0.8788862903586985
1.0,put15,0.15,monthly,fair,10,1993-01-05,2003-01-06,2.364813500988631,0.08986968644468973,0.5030105443880359,False,0.8606991609015204
1.0,put15,0.15,monthly,fair,10,1993-02-05,2003-02-05,2.282858252807689,0.08605745882819438,0.4704595517701238,False,0.825428277493825
1.0,put15,0.15,monthly,fair,10,1993-03-05,2003-03-05,2.3231681928053245,0.0879603732575227,0.498167838711849,False,0.8429318544412051
1.0,put15,0.15,monthly,fair,10,1993-04-05,2003-04-07,2.444601605322247,0.09346496580456543,0.4663718326829104,False,0.8938821670417584
1.0,put15,0.15,monthly,fair,10,1993-05-05,2003-05-05,2.2156566442195795,0.08281677757058703,0.5014207182151746,False,0.7955488129357513
1.0,put15,0.15,monthly,fair,10,1993-06-07,2003-06-09,2.474281374036547,0.09478479524231376,0.4712607377946385,False,0.9059499999351641
1.0,put15,0.15,monthly,fair,10,1993-07-06,2003-07-07,2.620253252675547,0.10110466058001788,0.46805731867261924,False,0.9632709744281451
1.0,put15,0.15,monthly,fair,10,1993-08-05,2003-08-05,2.657334420101917,0.10268237364048916,0.45775470275257857,False,0.9773235226519674
1.0,put15,0.15,monthly,fair,10,1993-09-07,2003-09-08,2.5686152162519176,0.09891549574223446,0.43754022931750525,False,0.9433669273269155
1.0,put15,0.15,monthly,fair,10,1993-10-05,2003-10-06,2.6253922091536075,0.1013203942015275,0.44025382090290377,False,0.9652302978934729
1.0,put15,0.15,monthly,fair,10,1993-11-05,2003-11-05,2.4769908996042598,0.09495894138822036,0.4559703668144288,False,0.9070444765417572
1.0,put15,0.15,monthly,fair,10,1993-12-06,2003-12-08,2.5235679388712917,0.09694536401935294,0.4993982043272738,False,0.9256737489130074
1.0,put15,0.15,monthly,fair,10,1994-01-05,2004-01-05,2.548196242995491,0.09806702255749777,0.5030105443880359,False,0.9353857531882191
1.0,put15,0.15,monthly,fair,10,1994-02-07,2004-02-09,2.768191269815548,0.10713723450416102,0.4697291066171665,False,1.0181941357349915
1.0,put15,0.15,monthly,fair,10,1994-03-07,2004-03-08,2.914798288563274,0.11286319109304976,0.4947772141336543,False,1.069800619659733
1.0,put15,0.15,monthly,fair,10,1994-04-05,2004-04-05,3.001649995859838,0.11616775298697335,0.4663718326829104,False,1.0991621360942498
1.0,put15,0.15,monthly,fair,10,1994-05-05,2004-05-05,2.5641737045371746,0.0987253551745626,0.5014207182151746,False,0.941636284243064
1.0,put15,0.15,monthly,fair,10,1994-06-06,2004-06-07,2.7126686992105142,0.10489722873173535,0.47715780843289124,False,0.99793291018999
1.0,put15,0.15,monthly,fair,10,1994-07-05,2004-07-06,2.770863012475267,0.10724400053833127,0.47599561549736713,False,1.019158828525767
1.0,put15,0.15,monthly,fair,10,1994-08-05,2004-08-05,2.8112442762021277,0.10887786458118653,0.45775470275257857,False,1.0336271882562797
1.0,put15,0.15,monthly,fair,10,1994-09-06,2004-09-07,2.675300566418898,0.10336629721937673,0.4320657504106983,False,0.984061735314007
1.0,put15,0.15,monthly,fair,10,1994-10-05,2004-10-05,2.857471242709274,0.11068765708788453,0.44025382090290377,False,1.0499370528424083
1.0,put15,0.15,monthly,fair,10,1994-11-07,2004-11-08,2.6759136110336765,0.10339156785203807,0.4609902933527339,False,0.9842908588725607
1.0,put15,0.15,monthly,fair,10,1994-12-05,2004-12-06,2.863353598045593,0.11088408044161358,0.49892732230660175,False,1.0519935246181185
1.0,put15,0.15,monthly,fair,10,1995-01-05,2005-01-05,2.6700382663470585,0.10317880845178595,0.5030105443880362,False,0.982092804274647
1.0,put15,0.15,monthly,fair,10,1995-02-06,2005-02-07,2.808173829125035,0.10872538359491624,0.46902559787158005,False,1.0325343892065897
1.0,put15,0.15,monthly,fair,10,1995-03-06,2005-03-07,3.0099063660576646,0.11644068238743688,0.49678231843073195,False,1.101908970654894
1.0,put15,0.15,monthly,fair,10,1995-04-05,2005-04-05,2.7176213009866985,0.10512893734830953,0.4663718326829105,False,0.9997569759946532
1.0,put15,0.15,monthly,fair,10,1995-05-05,2005-05-05,2.29689940353352,0.0866989674580303,0.5014207182151749,False,0.8315601280302781
1.0,put15,0.15,monthly,fair,10,1995-06-05,2005-06-06,2.4001802272108916,0.09146239197607953,0.4790257496196788,False,0.8755438292056411
1.0,put15,0.15,monthly,fair,10,1995-07-05,2005-07-05,2.41175082629312,0.0920135078172013,0.4759956154973669,False,0.8803529676798988
1.0,put15,0.15,monthly,fair,10,1995-08-07,2005-08-08,2.532007897522178,0.09731153105338364,0.4583911608904624,False,0.9290126233616539
1.0,put15,0.15,monthly,fair,10,1995-09-05,2005-09-06,2.456529797688395,0.0939971247338498,0.4277842028682556,False,0.8987497026927868
1.0,put15,0.15,monthly,fair,10,1995-10-05,2005-10-05,2.3348973593520483,0.08848322103068917,0.44025382090290377,False,0.8479679327037607
1.0,put15,0.15,monthly,fair,10,1995-11-06,2005-11-07,2.2096047598438457,0.08247362972535566,0.4612294833842995,False,0.7928136578359604
1.0,put15,0.15,monthly,fair,10,1995-12-05,2005-12-05,2.2243279887169525,0.0832161599776251,0.49892732230660164,False,0.7994548424557567
1.0,put15,0.15,monthly,fair,10,1996-01-05,2006-01-05,2.1310713973648037,0.07858730014050308,0.503010544388036,False,0.7566248567151549
1.0,put15,0.15,monthly,fair,10,1996-02-05,2006-02-06,2.191253722855482,0.0815716148131631,0.4704595517701238,False,0.7844738562161454
1.0,put15,0.15,monthly,fair,10,1996-03-05,2006-03-06,2.2661358894879786,0.08523485050673041,0.4981678387118491,False,0.8180761296903561
1.0,put15,0.15,monthly,fair,10,1996-04-08,2006-04-10,2.383365777136124,0.09069566213049729,0.455338417524611,False,0.8685136807295412
1.0,put15,0.15,monthly,fair,10,1996-05-06,2006-05-08,2.058294711420149,0.07482531345315868,0.5022750432695183,False,0.7218778299873725
1.0,put15,0.15,monthly,fair,10,1996-06-05,2006-06-05,1.9934866577055046,0.07143402856185888,0.4790257496196789,False,0.6898851949177051
1.0,put15,0.15,monthly,fair,10,1996-07-05,2006-07-05,2.109429813905431,0.07750909884020807,0.4759956154973669,False,0.7464176805925948
1.0,put15,0.15,monthly,fair,10,1996-08-05,2006-08-07,2.2445977685573837,0.0841751234960273,0.45775470275257835,False,0.8085263374613186
1.0,put15,0.15,monthly,fair,10,1996-09-05,2006-09-05,2.2793687853895883,0.0858913122617615,0.42778420286825547,False,0.8238985561233868
1.0,put15,0.15,monthly,fair,10,1996-10-07,2006-10-09,2.102896470803109,0.07713103004772215,0.4557712732929128,False,0.7433156662187513
1.0,put15,0.15,monthly,fair,10,1996-11-05,2006-11-06,2.0497584467738297,0.07440000599125329,0.4559703668144287,False,0.7177219553656835
1.0,put15,0.15,monthly,fair,10,1996-12-05,2006-12-05,2.0664255964702485,0.07529169856127638,0.49892732230660175,False,0.7258203497099264
1.0,put15,0.15,monthly,fair,10,1997-01-06,2007-01-08,1.9550608402969831,0.0693111006214262,0.5046686673234808,False,0.670421313309614
1.0,put15,0.15,monthly,fair,10,1997-02-05,2007-02-05,2.067194870461287,0.07533172751910944,0.4704595517701239,False,0.7261925532085657
1.0,put15,0.15,monthly,fair,10,1997-03-05,2007-03-05,2.0030071804906995,0.07194469913673163,0.498167838711849,False,0.6946496415453033
1.0,put15,0.15,monthly,fair,10,1997-04-07,2007-04-09,2.2856890316162386,0.08614292210083674,0.449127485360142,False,0.8266675244555354
1.0,put15,0.15,monthly,fair,10,1997-05-05,2007-05-07,1.855377632344263,0.06373197074605441,0.5014207182151746,False,0.618088250728484
1.0,put15,0.15,monthly,fair,10,1997-06-05,2007-06-05,1.9436340302174149,0.06872360276209588,0.47902574961967903,False,0.6645594322548503
1.0,put15,0.15,monthly,fair,10,1997-07-07,2007-07-09,1.9001435016107984,0.0662700131059919,0.4592728115951883,False,0.6419294104839403
1.0,put15,0.15,monthly,fair,10,1997-08-05,2007-08-06,1.808565125705775,0.06103544690318485,0.45775470275257857,False,0.5925337826578374
1.0,put15,0.15,monthly,fair,10,1997-09-05,2007-09-05,1.829402133504573,0.062269004170943054,0.42778420286825536,False,0.6039892104713115
1.0,put15,0.15,monthly,fair,10,1997-10-06,2007-10-08,1.8098647798713396,0.06109443357952471,0.4513996930188706,False,0.593252135233605
1.0,put15,0.15,monthly,fair,10,1997-11-05,2007-11-05,1.7153427126992722,0.05545154196344737,0.4559703668144284,False,0.539612893131763
1.0,put15,0.15,monthly,fair,10,1997-12-05,2007-12-05,1.6693408760786934,0.05258590382825523,0.49892732230660175,False,0.5124288635372274
1.0,put15,0.15,monthly,fair,10,1998-01-05,2008-01-07,1.5278648884235144,0.04328013524889607,0.503010544388036,False,0.423871263028113
1.0,put15,0.15,monthly,fair,10,1998-02-05,2008-02-05,1.5155746630851934,0.04246193512952612,0.47045955177012366,False,0.41579468260715374
1.0,put15,0.15,monthly,fair,10,1998-03-05,2008-03-05,1.521258169494368,0.04284028216684055,0.498167838711849,False,0.4195377355562027
1.0,put15,0.15,monthly,fair,10,1998-04-06,2008-04-07,1.5030500393800128,0.041573876743557836,0.45360020015075186,False,0.4074964032173116
1.0,put15,0.15,monthly,fair,10,1998-05-05,2008-05-05,1.3208159772517958,0.028211785163244407,0.5014207182151744,False,0.2782497101979491
1.0,put15,0.15,monthly,fair,10,1998-06-05,2008-06-05,1.387455016921206,0.033284571011164,0.4790257496196788,False,0.3274711458759367
1.0,put15,0.15,monthly,fair,10,1998-07-06,2008-07-07,1.2708516881364025,0.024248210435714457,0.4680573186726189,False,0.23968729628484595
1.0,put15,0.15,monthly,fair,10,1998-08-05,2008-08-05,1.4001943838770448,0.03422928788026103,0.4577547027525787,False,0.3366110726095116
1.0,put15,0.15,monthly,fair,10,1998-09-08,2008-09-08,1.3779937278249912,0.03257788201071743,0.44097655116717227,False,0.32062862093015826
1.0,put15,0.15,monthly,fair,10,1998-10-05,2008-10-06,1.580859747268906,0.04684207443857469,0.4402538209029041,False,0.4579688428873791
1.0,put15,0.15,monthly,fair,10,1998-11-05,2008-11-05,1.2853189508881393,0.025414841584239234,0.46731242014838414,False,0.2510068983558674
1.0,put15,0.15,monthly,fair,10,1998-12-07,2008-12-08,1.2546357157650303,0.022934251079591128,0.5101506461755846,False,0.2268452641256393
1.0,put15,0.15,monthly,fair,10,1999-01-05,2009-01-05,1.0808531628818834,0.0078043013229625036,0.5132275680101654,False,0.07775069490888004
1.0,put15,0.15,monthly,fair,10,1999-02-05,2009-02-05,1.0840665666093554,0.008103483022451563,0.5212961477279017,False,0.08071930944325478
1.0,put15,0.15,monthly,fair,10,1999-03-05,2009-03-05,1.0872500484807024,0.008399092849277423,0.5360820186437212,False,0.08365161708581657
1.0,put15,0.15,monthly,fair,10,1999-04-05,2009-04-06,1.1118403216761097,0.010653657248423487,0.5372766715788053,False,0.10601658990254396
1.0,put15,0.15,monthly,fair,10,1999-05-05,2009-05-05,0.9836251728893107,-0.0016494498120792622,0.5328121351788621,False,-0.016510376359501464
1.0,put15,0.15,monthly,fair,10,1999-06-07,2009-06-08,1.0062134676690104,0.0006193618130176937,0.5370544505959749,False,0.00619424366947685
1.0,put15,0.15,monthly,fair,10,1999-07-06,2009-07-06,0.9423313685083565,-0.005921415398373098,0.5243825219419149,False,-0.059398295022477274
1.0,put15,0.15,monthly,fair,10,1999-08-05,2009-08-05,1.064851523256913,0.00630245482875913,0.5389358131358514,False,0.06283537466000294
1.0,put15,0.15,monthly,fair,10,1999-09-07,2009-09-08,0.9926909709678772,-0.0007330171531014784,0.5457448712947855,False,-0.007335870856577267
1.0,put15,0.15,monthly,fair,10,1999-10-05,2009-10-05,1.209870208540105,0.019231285188775926,0.48188488056014656,False,0.19051308818594165
1.0,put15,0.15,monthly,fair,10,1999-11-05,2009-11-05,1.1074370330582062,0.010255672446628283,0.46800379200267217,False,0.10204836629439497
1.0,put15,0.15,monthly,fair,10,1999-12-06,2009-12-07,1.126334840624494,0.011962992934513972,0.5103827279577594,False,0.1189688572914644
1.0,put15,0.15,monthly,fair,10,2000-01-05,2010-01-05,1.1198325198607448,0.011380636971830116,0.5132275680101654,False,0.11317913828678426
1.0,put15,0.15,monthly,fair,10,2000-02-07,2010-02-08,1.091645191298489,0.008803516238016451,0.5204747796441962,False,0.08768590813262024
1.0,put15,0.15,monthly,fair,10,2000-03-06,2010-03-08,1.5055257777665592,0.04174524144478298,0.5406033540031128,False,0.40914219118865386
1.0,put15,0.15,monthly,fair,10,2000-04-05,2010-04-05,1.316482899971082,0.027881754538989334,0.5372766715788055,False,0.27496371086195576
1.0,put15,0.15,monthly,fair,10,2000-05-05,2010-05-05,1.1556918440248818,0.014577122371721485,0.5328121351788623,False,0.1446991638011125
1.0,put15,0.15,monthly,fair,10,2000-06-05,2010-06-07,1.029251271507528,0.0028861350314781653,0.5324065734752228,False,0.028831617039985387
1.0,put15,0.15,monthly,fair,10,2000-07-05,2010-07-06,0.9817183459784924,-0.001843129652029929,0.5259014905729229,False,-0.018450828489966733
1.0,put15,0.15,monthly,fair,10,2000-08-07,2010-08-09,1.0265526763839965,0.0026229854973860434,0.5374138657639802,False,0.02620627265703532
1.0,put15,0.15,monthly,fair,10,2000-09-05,2010-09-07,0.9641000367678573,-0.0036478512533369978,0.5398957686667565,False,-0.03656021717482842
1.0,put15,0.15,monthly,fair,10,2000-10-05,2010-10-05,1.202809893061044,0.018640166688776105,0.48188488056014656,False,0.18466039712422141
1.0,put15,0.15,monthly,fair,10,2000-11-06,2010-11-08,1.2248833613829182,0.020483194710459562,0.4630345411032267,False,0.20284562426581781
1.0,put15,0.15,monthly,fair,10,2000-12-05,2010-12-06,1.2964451955392402,0.026298922520866963,0.5121916912588156,False,0.2596260540188617
1.0,put15,0.15,monthly,fair,10,2001-01-05,2011-01-05,1.3598285947531417,0.031217428765241584,0.5132275680101657,False,0.30735865853535194
1.0,put15,0.15,monthly,fair,10,2001-02-05,2011-02-07,1.4278299788755386,0.03624226075152914,0.5212961477279019,False,0.3561557944168132
1.0,put15,0.15,monthly,fair,10,2001-03-05,2011-03-07,1.9370996474480018,0.06832504150241081,0.5360820186437212,False,0.6611918273184816
1.0,put15,0.15,monthly,fair,10,2001-04-05,2011-04-05,1.7657544193142736,0.05851352357979245,0.5372766715788051,False,0.5685780321010292
1.0,put15,0.15,monthly,fair,10,2001-05-07,2011-05-09,1.402352749590663,0.03437900836633778,0.5337065290274136,False,0.3381513615235272
1.0,put15,0.15,monthly,fair,10,2001-06-05,2011-06-06,1.360945499842705,0.03129340728560792,0.5324065734752227,False,0.3081796786667341
1.0,put15,0.15,monthly,fair,10,2001-07-05,2011-07-05,1.4493309965534682,0.0378126609072762,0.5259014905729229,False,0.37110206827593917
1.0,put15,0.15,monthly,fair,10,2001-08-06,2011-08-08,1.1991457944734552,0.018319267548362772,0.5379307565852065,False,0.1816094653782449
1.0,put15,0.15,monthly,fair,10,2001-09-05,2011-09-06,1.197524739519273,0.018186601809560443,0.5398957686667565,False,0.18025670939581495
1.0,put15,0.15,monthly,fair,10,2001-10-05,2011-10-05,1.3961805690128628,0.033941919303679624,0.48188488056014656,False,0.3337403434059406
1.0,put15,0.15,monthly,fair,10,2001-11-05,2011-11-07,1.4640193264071601,0.03883813799276448,0.4680037920026723,False,0.38118561654977307
1.0,put15,0.15,monthly,fair,10,2001-12-05,2011-12-05,1.6067105318502257,0.04856796064816504,0.5121916912588156,False,0.4741889410031752
1.0,put15,0.15,monthly,fair,10,2002-01-07,2012-01-09,1.6243203335474294,0.04968386075608899,0.5132275680101654,False,0.48508947200964125
1.0,put15,0.15,monthly,fair,10,2002-02-05,2012-02-06,1.7572799141117335,0.05798800349838995,0.5212961477279017,False,0.5637671101822109
1.0,put15,0.15,monthly,fair,10,2002-03-05,2012-03-05,2.2353424224302367,0.08375128249116437,0.5360820186437212,False,0.8043944254712558
1.0,put15,0.15,monthly,fair,10,2002-04-05,2012-04-05,1.9886570995957418,0.07115397553751346,0.5372766715788055,False,0.6874595866162317
1.0,put15,0.15,monthly,fair,10,2002-05-06,2012-05-07,1.7937446215589314,0.06014591461155172,0.5320509288802269,False,0.5843054020872537
1.0,put15,0.15,monthly,fair,10,2002-06-05,2012-06-05,1.6196994393498594,0.04939883222374375,0.5324065734752228,False,0.4822406007657195
1.0,put15,0.15,monthly,fair,10,2002-07-05,2012-07-05,1.776488978540649,0.05913869712191788,0.5259014905729229,False,0.5746389324296681
1.0,put15,0.15,monthly,fair,10,2002-08-05,2012-08-06,1.7307927086703678,0.05636675618681486,0.5389358131358515,False,0.5485795166663796
1.0,put15,0.15,monthly,fair,10,2002-09-05,2012-09-05,1.6204423097866547,0.04944694607857625,0.5398957686667563,False,0.4826991427106882
1.0,put15,0.15,monthly,fair,10,2002-10-07,2012-10-08,2.154666336855657,0.07975274574668245,0.45828476638315097,False,0.7676358794824443
1.0,put15,0.15,monthly,fair,10,2002-11-05,2012-11-05,1.9262006025274505,0.06774182405694651,0.46800379200267217,False,0.6555494629508548
1.0,put15,0.15,monthly,fair,10,2002-12-05,2012-12-05,2.0724539312157777,0.07558356286456935,0.5121916912588156,False,0.7287333791750803
1.0,put15,0.15,monthly,fair,10,2003-01-06,2013-01-07,2.1238250420657727,0.07819780959941025,0.5132275680101657,False,0.7532187280781705
1.0,put15,0.15,monthly,fair,10,2003-02-05,2013-02-05,2.3556626105974456,0.08944727172979583,0.5212961477279017,False,0.8568220512041651
1.0,put15,0.15,monthly,fair,10,2003-03-05,2013-03-05,2.9644137309886167,0.11477551690466847,0.5360820186437212,False,1.0866792830464957
1.0,put15,0.15,monthly,fair,10,2003-04-07,2013-04-08,2.6547778576839005,0.10251729763103667,0.5372766715788053,False,0.976360981771161
1.0,put15,0.15,monthly,fair,10,2003-05-05,2013-05-06,2.4901931789101543,0.09548652068794361,0.532812135178862,False,0.9123602893589252
1.0,put15,0.15,monthly,fair,10,2003-06-05,2013-06-05,2.1155696395238444,0.07780024588179235,0.5324065734752226,False,0.7493241093427916
1.0,put15,0.15,monthly,fair,10,2003-07-07,2013-07-08,2.1915387766450065,0.0815856780629769,0.5239411288685369,False,0.7846039348315301
1.0,put15,0.15,monthly,fair,10,2003-08-05,2013-08-05,2.009376367325064,0.07226463104625225,0.5389358131358513,False,0.6978244089164314
1.0,put15,0.15,monthly,fair,10,2003-09-05,2013-09-05,1.7482026463398181,0.0574402979256432,0.5398957686667564,False,0.5585882009142878
1.0,put15,0.15,monthly,fair,10,2003-10-06,2013-10-07,1.9494871598075152,0.06900598434012095,0.483950416319023,False,0.6675663430159084
1.0,put15,0.15,monthly,fair,10,2003-11-05,2013-11-05,2.154750951215413,0.07977966608446407,0.4680037920026723,False,0.7676751489957501
1.0,put15,0.15,monthly,fair,10,2003-12-05,2013-12-05,2.3179397223684797,0.08769020229834523,0.5121916912588156,False,0.8406787404243466
1.0,put15,0.15,monthly,fair,10,2004-01-05,2014-01-06,2.263945482916504,0.08510566021864197,0.5132275680101654,False,0.8171090800671328
1.0,put15,0.15,monthly,fair,10,2004-02-05,2014-02-05,2.1537070954677704,0.07972735258181585,0.5212961477279017,False,0.7671905878108636
1.0,put15,0.15,monthly,fair,10,2004-03-05,2014-03-05,2.71144674837255,0.10490779875933409,0.5360820186437212,False,0.9974823479294906
1.0,put15,0.15,monthly,fair,10,2004-04-05,2014-04-07,2.4448728594862574,0.0934770933578204,0.5372766715788053,False,0.8939931213646579
1.0,put15,0.15,monthly,fair,10,2004-05-05,2014-05-05,2.4439321827289207,0.09348852117081341,0.5328121351788622,False,0.8936082924500978
1.0,put15,0.15,monthly,fair,10,2004-06-07,2014-06-09,2.1819708768324406,0.0811127393561002,0.5370544505959751,False,0.7802285403155927
1.0,put15,0.15,monthly,fair,10,2004-07-06,2014-07-07,2.360223785966769,0.0896580046253459,0.5243825219419151,False,0.8587564391041443
1.0,put15,0.15,monthly,fair,10,2004-08-05,2014-08-05,2.0751666753508715,0.07574575073945145,0.5389358131358515,False,0.7300414759270433
1.0,put15,0.15,monthly,fair,10,2004-09-07,2014-09-08,1.9883972086699266,0.0711399780783295,0.5457448712947854,False,0.6873288914302772
1.0,put15,0.15,monthly,fair,10,2004-10-05,2014-10-06,2.0687322214172887,0.07539027991254965,0.48188488056014644,False,0.7269359662294691
1.0,put15,0.15,monthly,fair,10,2004-11-05,2014-11-05,2.2513288711884565,0.08454785405179543,0.46800379200267217,False,0.8115206512923204
1.0,put15,0.15,monthly,fair,10,2004-12-06,2014-12-08,2.372628093513244,0.09020347833515663,0.5103827279577595,False,0.8639982409878989
1.0,put15,0.15,monthly,fair,10,2005-01-05,2015-01-05,2.3994099089641527,0.09147966485231973,0.5132275680101654,False,0.8752228358576687
1.0,put15,0.15,monthly,fair,10,2005-02-07,2015-02-09,2.306188466782411,0.08711273277002629,0.5204747796441962,False,0.8355961473807969
1.0,put15,0.15,monthly,fair,10,2005-03-07,2015-03-09,2.7876057468094686,0.10791095826951569,0.5448199057696266,False,1.025183072141828
1.0,put15,0.15,monthly,fair,10,2005-04-05,2015-04-06,2.6868134920829743,0.10386986345144722,0.5372766715788053,False,0.9883559160158644
1.0,put15,0.15,monthly,fair,10,2005-05-05,2015-05-05,2.608175335703125,0.10062501311814143,0.5328121351788622,False,0.9586508717520922
1.0,put15,0.15,monthly,fair,10,2005-06-06,2015-06-08,2.2321772803474227,0.08357394257812323,0.5376870803361783,False,0.8029774680438857
1.0,put15,0.15,monthly,fair,10,2005-07-05,2015-07-06,2.3023488852995344,0.086956480842038,0.5259014905729228,False,0.833929856287579
1.0,put15,0.15,monthly,fair,10,2005-08-05,2015-08-05,2.009324534795708,0.07228235087163726,0.5389358131358513,False,0.6977986132522994
1.0,put15,0.15,monthly,fair,10,2005-09-06,2015-09-08,1.7768098886605428,0.05914116608098374,0.5423255687597901,False,0.5748195590151369
1.0,put15,0.15,monthly,fair,10,2005-10-05,2015-10-05,1.9857154269157942,0.07101555846908969,0.48188488056014656,False,0.6859792657869632
