leverage,protection,moneyness,rebalance,vrp_mode,window_years,start,end,terminal_wealth,cagr,max_drawdown,ruined,log_terminal
2.0,put15,0.15,daily,marked_up,5,2006-01-05,2011-01-05,1.1346549577389313,0.025591151697308412,0.8124850901661788,False,0.12632860272326227
2.0,put15,0.15,daily,marked_up,5,2006-02-06,2011-02-07,1.0863773390215172,0.01670084736362165,0.8216288184769888,False,0.0828486188248478
2.0,put15,0.15,daily,marked_up,5,2006-03-06,2011-03-07,1.9593464731202466,0.14392687966166684,0.8577810166564291,False,0.6726109855600828
2.0,put15,0.15,daily,marked_up,5,2006-04-05,2011-04-05,1.457734110671392,0.07830134058665195,0.8540999901203761,False,0.3768832511611472
2.0,put15,0.15,daily,marked_up,5,2006-05-05,2011-05-05,1.2686976748144594,0.04875600119069623,0.850021154041156,False,0.23799092143195605
2.0,put15,0.15,daily,marked_up,5,2006-06-05,2011-06-06,1.0461748886822855,0.009065246430564944,0.8495455647662897,False,0.04514054925977856
2.0,put15,0.15,daily,marked_up,5,2006-07-05,2011-07-05,1.0519795736190338,0.010187671585708546,0.8456845829403864,False,0.05067369741506629
2.0,put15,0.15,daily,marked_up,5,2006-08-07,2011-08-08,0.5298401718598131,-0.11925208289421063,0.8606014849546366,False,-0.6351798804437467
2.0,put15,0.15,daily,marked_up,5,2006-09-05,2011-09-06,0.47232995619169443,-0.13925235509494927,0.8633863115744901,False,-0.7500774778968538
2.0,put15,0.15,daily,marked_up,5,2006-10-05,2011-10-05,0.5453649412059447,-0.11421110137446566,0.8113549806533467,False,-0.6063000915206099
2.0,put15,0.15,daily,marked_up,5,2006-11-06,2011-11-07,0.8348426312752085,-0.035444192883975933,0.7664731941085408,False,-0.18051203743181532
2.0,put15,0.15,daily,marked_up,5,2006-12-05,2011-12-05,0.8771493825229936,-0.02587844440754905,0.8108761742588921,False,-0.13107796756547238
2.0,put15,0.15,daily,marked_up,5,2007-01-05,2012-01-05,0.8976795452502834,-0.021359956056459017,0.8124850901661788,False,-0.1079421282089767
2.0,put15,0.15,daily,marked_up,5,2007-02-05,2012-02-06,0.9305458022273895,-0.01428783229437769,0.8203588466019918,False,-0.07198398086849428
2.0,put15,0.15,daily,marked_up,5,2007-03-05,2012-03-05,1.8113562669699206,0.12610683124216804,0.8540647597398842,False,0.5940758834465018
2.0,put15,0.15,daily,marked_up,5,2007-04-05,2012-04-05,1.2787850070317104,0.05039038791947048,0.8540999901203761,False,0.24591041388686108
2.0,put15,0.15,daily,marked_up,5,2007-05-07,2012-05-07,0.814953194240629,-0.04008267642498731,0.8508575196245027,False,-0.20462459777005812
2.0,put15,0.15,daily,marked_up,5,2007-06-05,2012-06-05,0.6987743578197866,-0.06914899458507573,0.8495455647662897,False,-0.3584273959865309
2.0,put15,0.15,daily,marked_up,5,2007-07-05,2012-07-05,0.7494930083429835,-0.056017813498189684,0.8447026781368454,False,-0.28835828991130225
2.0,put15,0.15,daily,marked_up,5,2007-08-06,2012-08-06,0.49701524083270865,-0.13044136949822627,0.8514286919111768,False,-0.6991345876963165
2.0,put15,0.15,daily,marked_up,5,2007-09-05,2012-09-05,0.45430042324789016,-0.14592352230738392,0.8517608299985484,False,-0.7889965745687649
2.0,put15,0.15,daily,marked_up,5,2007-10-05,2012-10-05,0.5572979457013513,-0.11031076631033776,0.810701558880536,False,-0.5846552705764562
2.0,put15,0.15,daily,marked_up,5,2007-11-05,2012-11-05,0.742511817808354,-0.057782232447100124,0.7618366107702658,False,-0.297716492191737
2.0,put15,0.15,daily,marked_up,5,2007-12-05,2012-12-05,0.9259655584004656,-0.015259705193668927,0.7886464065310786,False,-0.07691823897965087
2.0,put15,0.15,daily,marked_up,5,2008-01-07,2013-01-07,1.1652991873185778,0.03105547820571597,0.7689541620243738,False,0.15297786719580578
2.0,put15,0.15,daily,marked_up,5,2008-02-05,2013-02-05,1.3920179828268453,0.06835890832202973,0.7502471518946632,False,0.3307544805262286
2.0,put15,0.15,daily,marked_up,5,2008-03-05,2013-03-05,2.5677882954304385,0.20759987010914416,0.8017524279033703,False,0.9430449429552662
2.0,put15,0.15,daily,marked_up,5,2008-04-07,2013-04-08,1.9317875098169,0.14069199276838407,0.8069091003333826,False,0.6584457451747583
2.0,put15,0.15,daily,marked_up,5,2008-05-05,2013-05-06,1.5976738227812173,0.09819867948394001,0.8111298993820689,False,0.46854871060297365
2.0,put15,0.15,daily,marked_up,5,2008-06-05,2013-06-05,1.2535184213551727,0.04623400422228663,0.8099503353625581,False,0.2259543344437455
2.0,put15,0.15,daily,marked_up,5,2008-07-07,2013-07-08,1.610496690195568,0.09995514523977111,0.7735250606156235,False,0.47654263464609686
2.0,put15,0.15,daily,marked_up,5,2008-08-05,2013-08-05,1.218986416825977,0.04040427516313061,0.7760123808639878,False,0.19801970755434248
2.0,put15,0.15,daily,marked_up,5,2008-09-05,2013-09-05,0.9455944270659185,-0.011127463623462508,0.764149162420177,False,-0.05594152589048073
2.0,put15,0.15,daily,marked_up,5,2008-10-06,2013-10-07,0.973860422084919,-0.005281287931936718,0.7528865797520552,False,-0.026487289422826184
2.0,put15,0.15,daily,marked_up,5,2008-11-05,2013-11-05,1.452065006635714,0.07746121865354194,0.6886336929982562,False,0.3729866858107107
2.0,put15,0.15,daily,marked_up,5,2008-12-05,2013-12-05,1.8184958947571732,0.12706659120041142,0.6443292920515331,False,0.5980097279538643
2.0,put15,0.15,daily,marked_up,5,2009-01-05,2014-01-06,2.4204947880579537,0.19329909469084283,0.5924840245443644,False,0.8839719771451197
2.0,put15,0.15,daily,marked_up,5,2009-02-05,2014-02-05,2.518607411643063,0.2029375455126341,0.5292602438100112,False,0.923706134348347
2.0,put15,0.15,daily,marked_up,5,2009-03-05,2014-03-05,4.31671477253641,0.3398249553975725,0.38960054871789274,False,1.4624946436322697
2.0,put15,0.15,daily,marked_up,5,2009-04-06,2014-04-07,3.245700019884761,0.2653763007539258,0.3722320984889621,False,1.1773310495059943
2.0,put15,0.15,daily,marked_up,5,2009-05-05,2014-05-05,2.913389989864835,0.23848981957291393,0.39842304913593807,False,1.0693173481322635
2.0,put15,0.15,daily,marked_up,5,2009-06-05,2014-06-05,2.457378836557407,0.19703022024871508,0.4405607767737679,False,0.8990952682865563
2.0,put15,0.15,daily,marked_up,5,2009-07-06,2014-07-07,3.312475305616489,0.27053848468076835,0.39031833566186114,False,1.197695736376323
2.0,put15,0.15,daily,marked_up,5,2009-08-05,2014-08-05,2.500645746740097,0.2012166241174842,0.4659235748994466,False,0.9165489972168289
2.0,put15,0.15,daily,marked_up,5,2009-09-08,2014-09-08,2.44257398839788,0.19558419627214962,0.47784959804199756,False,0.8930523965529262
2.0,put15,0.15,daily,marked_up,5,2009-10-05,2014-10-06,2.181308780404201,0.16873384337231645,0.4428662743559528,False,0.7799250546418183
2.0,put15,0.15,daily,marked_up,5,2009-11-05,2014-11-05,2.5117878193112846,0.202285314664975,0.3970933353037931,False,0.9209947782037485
2.0,put15,0.15,daily,marked_up,5,2009-12-07,2014-12-08,2.5836346299863253,0.208961232025084,0.359641505257841,False,0.9491971788587326
2.0,put15,0.15,daily,marked_up,5,2010-01-05,2015-01-05,2.5970838140450074,0.21034322261967597,0.3596415052578409,False,0.9543892055695424
2.0,put15,0.15,daily,marked_up,5,2010-02-05,2015-02-05,2.8813934533974006,0.2357570533717288,0.35964150525784055,False,1.058274015121207
2.0,put15,0.15,daily,marked_up,5,2010-03-05,2015-03-05,2.8419536387575794,0.2323549641565783,0.3896005487178926,False,1.0444917166486711
2.0,put15,0.15,daily,marked_up,5,2010-04-05,2015-04-06,2.6244129222845736,0.21275208570317905,0.373754461396518,False,0.9648572223770017
2.0,put15,0.15,daily,marked_up,5,2010-05-05,2015-05-05,2.5775940041777177,0.20852089196215529,0.39842304913593807,False,0.9468564073119045
2.0,put15,0.15,daily,marked_up,5,2010-06-07,2015-06-08,2.777779621221939,0.22660047660451377,0.3977485156569702,False,1.021651911171659
2.0,put15,0.15,daily,marked_up,5,2010-07-06,2015-07-06,3.2338171784592324,0.2646112759808783,0.390318335661861,False,1.1736632284683002
2.0,put15,0.15,daily,marked_up,5,2010-08-05,2015-08-05,2.5828835565340076,0.2090165610493493,0.4659235748994467,False,0.9489064323906108
2.0,put15,0.15,daily,marked_up,5,2010-09-07,2015-09-08,2.374086125983947,0.18868960559723869,0.47298455053069466,False,0.8646125743769072
2.0,put15,0.15,daily,marked_up,5,2010-10-05,2015-10-05,1.988224424414468,0.14736409076526757,0.4428662743559528,False,0.6872419914073382
2.0,put15,0.15,daily,marked_up,5,2010-11-05,2015-11-05,2.263207695092757,0.1774828635851715,0.3970933353037932,False,0.8167831410934473
2.0,put15,0.15,daily,marked_up,5,2010-12-06,2015-12-07,2.2866418287930452,0.17980474338638408,0.359641505257841,False,0.827084290966834
2.0,put15,0.15,daily,marked_up,5,2011-01-05,2016-01-05,2.0641839382933824,0.15600123326310378,0.3596415052578409,False,0.7247349610388023
2.0,put15,0.15,daily,marked_up,5,2011-02-07,2016-02-08,1.6883539167605746,0.1103861158469468,0.35964150525784055,False,0.5237540405242074
2.0,put15,0.15,daily,marked_up,5,2011-03-07,2016-03-07,1.978695606387883,0.14617640695019274,0.3596415052578411,False,0.6824378429598996
2.0,put15,0.15,daily,marked_up,5,2011-04-05,2016-04-05,2.059956223674482,0.155435827544814,0.3647761194141378,False,0.7226847319322364
2.0,put15,0.15,daily,marked_up,5,2011-05-05,2016-05-05,2.066044970861473,0.15611778069875326,0.372658359414736,False,0.7256361375764581
2.0,put15,0.15,daily,marked_up,5,2011-06-06,2016-06-06,2.25309470142098,0.17632391223606647,0.35314044025424685,False,0.8123046940425267
2.0,put15,0.15,daily,marked_up,5,2011-07-05,2016-07-05,2.1441260112382547,0.16472357175551533,0.3682193462208445,False,0.7627320153798773
2.0,put15,0.15,daily,marked_up,5,2011-08-05,2016-08-05,2.62159048270501,0.21249122832857603,0.31127578522712984,False,0.963781188057539
2.0,put15,0.15,daily,marked_up,5,2011-09-06,2016-09-06,2.4721699752013895,0.19834920768766984,0.3403706257762563,False,0.9050962974263074
2.0,put15,0.15,daily,marked_up,5,2011-10-05,2016-10-05,2.5173803570234714,0.20269872120025578,0.3107752226434829,False,0.923218819962276
2.0,put15,0.15,daily,marked_up,5,2011-11-07,2016-11-07,2.2908936771522757,0.180242990061255,0.2950039043522954,False,0.8289419934691912
2.0,put15,0.15,daily,marked_up,5,2011-12-05,2016-12-05,2.586898751688031,0.2092664287815309,0.2911846540885277,False,0.9504597650928307
2.0,put15,0.15,daily,marked_up,5,2012-01-05,2017-01-05,2.648042790039805,0.21492726040210264,0.32666579452498357,False,0.9738207973247913
2.0,put15,0.15,daily,marked_up,5,2012-02-06,2017-02-06,2.38707567205845,0.1899869914140102,0.3495450650028098,False,0.8700690485963275
2.0,put15,0.15,daily,marked_up,5,2012-03-05,2017-03-06,2.7800044717053294,0.22679682110485877,0.26901700362108427,False,1.022452536228349
2.0,put15,0.15,daily,marked_up,5,2012-04-05,2017-04-05,2.6082729082330367,0.2113844841816146,0.27226625135648685,False,0.9586882813171296
2.0,put15,0.15,daily,marked_up,5,2012-05-07,2017-05-08,2.8498029876151527,0.23289368010899092,0.27625009569120484,False,1.0472498647385895
2.0,put15,0.15,daily,marked_up,5,2012-06-05,2017-06-05,3.1545133546257733,0.2583461826279243,0.28339786937742484,False,1.1488342383356236
2.0,put15,0.15,daily,marked_up,5,2012-07-05,2017-07-05,2.9126808865376947,0.23842951710635862,0.2968214715539005,False,1.0690739239289933
2.0,put15,0.15,daily,marked_up,5,2012-08-06,2017-08-07,3.034164935957511,0.24844168379029807,0.28226084406800356,False,1.1099362419924264
2.0,put15,0.15,daily,marked_up,5,2012-09-05,2017-09-05,2.675215636802923,0.2175406247376952,0.34037062577625643,False,0.9840299889879494
2.0,put15,0.15,daily,marked_up,5,2012-10-05,2017-10-05,2.699030617593816,0.21970097134415512,0.31077522264348256,False,0.9928926780225863
2.0,put15,0.15,daily,marked_up,5,2012-11-05,2017-11-06,3.009448310441949,0.24640187324484564,0.2880440123719934,False,1.1017567763944733
2.0,put15,0.15,daily,marked_up,5,2012-12-05,2017-12-05,3.3068827034014947,0.27027567288464294,0.2911846540885278,False,1.1960059641844873
2.0,put15,0.15,daily,marked_up,5,2013-01-07,2018-01-08,3.0732399501363186,0.2516395030250236,0.35392384921057574,False,1.122732363450577
2.0,put15,0.15,daily,marked_up,5,2013-02-05,2018-02-05,2.623374711963124,0.21278421261837965,0.3326513606765603,False,0.9644615469391394
2.0,put15,0.15,daily,marked_up,5,2013-03-05,2018-03-05,2.9675235155518425,0.2430590765686642,0.26901700362108427,False,1.0877277718348521
2.0,put15,0.15,daily,marked_up,5,2013-04-05,2018-04-05,2.7421269477593735,0.22357193537914566,0.27226625135648685,False,1.0087338775736683
2.0,put15,0.15,daily,marked_up,5,2013-05-06,2018-05-07,2.635525330592754,0.21377694756988652,0.27633039707995155,False,0.9690825285713391
2.0,put15,0.15,daily,marked_up,5,2013-06-05,2018-06-05,2.7906948299995693,0.22787646204038192,0.2833978693774247,False,1.0262906078378098
2.0,put15,0.15,daily,marked_up,5,2013-07-05,2018-07-05,2.6465030331490675,0.21491544425712283,0.2968214715539005,False,0.9732391584135169
2.0,put15,0.15,daily,marked_up,5,2013-08-05,2018-08-06,2.7330270038637035,0.22262405237404037,0.27681261512520094,False,1.0054097875644075
2.0,put15,0.15,daily,marked_up,5,2013-09-05,2018-09-05,2.698137803014496,0.21962025643667205,0.3403706257762563,False,0.9925618324688121
2.0,put15,0.15,daily,marked_up,5,2013-10-07,2018-10-08,2.6039643854942773,0.21085707483686877,0.3047853478026874,False,0.9570350474072783
2.0,put15,0.15,daily,marked_up,5,2013-11-05,2018-11-05,2.229886011879942,0.17399451918286757,0.2880440123719934,False,0.8019504684166681
2.0,put15,0.15,daily,marked_up,5,2013-12-05,2018-12-06,2.168341314287556,0.16734151856332513,0.2911846540885279,False,0.7739625039756217
2.0,put15,0.15,daily,marked_up,5,2014-01-06,2019-01-07,1.6996137315807527,0.11186263088935844,0.3612700387415503,False,0.530401008527337
2.0,put15,0.15,daily,marked_up,5,2014-02-05,2019-02-05,1.6621938844331121,0.10698663818534282,0.4666710378912906,False,0.5081383469296309
2.0,put15,0.15,daily,marked_up,5,2014-03-05,2019-03-05,1.9759069942643404,0.1459387317625469,0.37279438704011736,False,0.6810275305379684
2.0,put15,0.15,daily,marked_up,5,2014-04-07,2019-04-08,2.1098552312471806,0.16097778489374193,0.38659074536170746,False,0.746619334350821
2.0,put15,0.15,daily,marked_up,5,2014-05-05,2019-05-06,2.2424248645742226,0.17520812536591346,0.3612700387415495,False,0.8075578091829124
2.0,put15,0.15,daily,marked_up,5,2014-06-05,2019-06-05,2.0355786890617393,0.15277893435498413,0.3612700387415497,False,0.7107801465589235
2.0,put15,0.15,daily,marked_up,5,2014-07-07,2019-07-08,2.118844547318168,0.16196499732543246,0.3612700387415496,False,0.7508709152539678
2.0,put15,0.15,daily,marked_up,5,2014-08-05,2019-08-05,2.0899261138903293,0.15887061938149483,0.36127003874155017,False,0.7371287131462316
2.0,put15,0.15,daily,marked_up,5,2014-09-05,2019-09-05,1.9072876055618344,0.1378654630338787,0.36965564549220975,False,0.645682130958238
2.0,put15,0.15,daily,marked_up,5,2014-10-06,2019-10-07,1.9804743015725277,0.1463823132161779,0.3837491568764997,False,0.6833363622685736
2.0,put15,0.15,daily,marked_up,5,2014-11-05,2019-11-05,1.9915405027714266,0.14774661640550457,0.4007343124502193,False,0.6889084612542057
2.0,put15,0.15,daily,marked_up,5,2014-12-05,2019-12-05,2.015395366153167,0.150483475420095,0.4058272251938132,False,0.700815387642095
2.0,put15,0.15,daily,marked_up,5,2015-01-05,2020-01-06,2.1493059393301595,0.16528556183597565,0.3612700387415496,False,0.7651449711061236
2.0,put15,0.15,daily,marked_up,5,2015-02-05,2020-02-05,1.8138621047123373,0.12649154048269295,0.4666710378912905,False,0.5954583315556028
2.0,put15,0.15,daily,marked_up,5,2015-03-05,2020-03-05,1.7963636940564283,0.12423724134067982,0.37279438704011736,False,0.5857644516377835
2.0,put15,0.15,daily,marked_up,5,2015-04-06,2020-04-06,1.3164347451566378,0.05650136951447937,0.5908245252737048,False,0.27492713181092565
2.0,put15,0.15,daily,marked_up,5,2015-05-05,2020-05-05,1.5554645805325682,0.09233606614860612,0.5908245252737048,False,0.44177426662543773
2.0,put15,0.15,daily,marked_up,5,2015-06-05,2020-06-05,1.9663049634117202,0.144737910919307,0.590824525273705,False,0.6761561284194806
2.0,put15,0.15,daily,marked_up,5,2015-07-06,2020-07-06,1.920547942253429,0.1393620789099217,0.5908245252737051,False,0.6526105319150111
2.0,put15,0.15,daily,marked_up,5,2015-08-05,2020-08-05,2.032929660978157,0.15238918297282078,0.5908245252737051,False,0.7094779354141937
2.0,put15,0.15,daily,marked_up,5,2015-09-08,2020-09-08,2.2029837149461584,0.1710463789031358,0.5908245252737048,False,0.7898126755759786
2.0,put15,0.15,daily,marked_up,5,2015-10-05,2020-10-05,2.3365782477776755,0.1849112006268283,0.5908245252737052,False,0.8486875719096696
2.0,put15,0.15,daily,marked_up,5,2015-11-05,2020-11-05,2.186345795042764,0.1692728853013068,0.590824525273705,False,0.7822315634486035
2.0,put15,0.15,daily,marked_up,5,2015-12-07,2020-12-07,2.4594483258812594,0.19711384055598868,0.590824525273705,False,0.8999370670228914
2.0,put15,0.15,daily,marked_up,5,2016-01-05,2021-01-05,2.6785243990091545,0.21771033033839515,0.590824525273705,False,0.9852660455037192
2.0,put15,0.15,daily,marked_up,5,2016-02-05,2021-02-05,2.7166932521460954,0.22115976118316172,0.5918216196228591,False,0.9994154246028258
2.0,put15,0.15,daily,marked_up,5,2016-03-07,2021-03-08,1.9348793018155044,0.14105674092223475,0.7320397805208749,False,0.6600449482135247
2.0,put15,0.15,daily,marked_up,5,2016-04-05,2021-04-05,2.385360794847857,0.18992928702308176,0.5908245252737051,False,0.8693503895649116
2.0,put15,0.15,daily,marked_up,5,2016-05-05,2021-05-05,2.8593739767355104,0.23386227442244523,0.5908245252737048,False,1.0506027116186942
2.0,put15,0.15,daily,marked_up,5,2016-06-06,2021-06-07,3.0699731997533717,0.2513734089692834,0.590824525273705,False,1.1216688318389727
2.0,put15,0.15,daily,marked_up,5,2016-07-05,2021-07-06,3.192676172279499,0.26121632099873615,0.590824525273705,False,1.160859490574927
2.0,put15,0.15,daily,marked_up,5,2016-08-05,2021-08-05,3.071840466042315,0.25167932156535566,0.590824525273705,False,1.1222768823100815
2.0,put15,0.15,daily,marked_up,5,2016-09-06,2021-09-07,3.078000837880844,0.2520268975115416,0.590824525273705,False,1.124280307632649
2.0,put15,0.15,daily,marked_up,5,2016-10-05,2021-10-05,2.9607135421472597,0.24248795117106337,0.5908245252737052,False,1.0854303008215418
2.0,put15,0.15,daily,marked_up,5,2016-11-07,2021-11-08,3.5633510967523607,0.2892181603684263,0.590824525273705,False,1.2707014214132086
2.0,put15,0.15,daily,marked_up,5,2016-12-05,2021-12-06,3.269331029770343,0.2672127715494592,0.590824525273705,False,1.184585385928335
2.0,put15,0.15,daily,marked_up,5,2017-01-05,2022-01-05,3.1599446369473507,0.2587792552334023,0.590824525273705,False,1.1505545074919745
2.0,put15,0.15,daily,marked_up,5,2017-02-06,2022-02-07,2.6080400398941816,0.2112357223553678,0.5941477397915902,False,0.9585989966667164
2.0,put15,0.15,daily,marked_up,5,2017-03-06,2022-03-07,1.7610274718209922,0.11978088156004096,0.6902570288566859,False,0.5658974295178808
2.0,put15,0.15,daily,marked_up,5,2017-04-05,2022-04-05,2.126823423763914,0.16293451699271855,0.5908245252737052,False,0.7546295162059384
2.0,put15,0.15,daily,marked_up,5,2017-05-05,2022-05-05,1.9579546457280455,0.14384852297327466,0.5908245252737048,False,0.6719003802690714
2.0,put15,0.15,daily,marked_up,5,2017-06-05,2022-06-06,2.0902153980267055,0.15880916209904017,0.5908245252737051,False,0.7372671219230701
2.0,put15,0.15,daily,marked_up,5,2017-07-05,2022-07-05,1.7409789186217728,0.11728841571628745,0.590824525273705,False,0.5544475519371932
2.0,put15,0.15,daily,marked_up,5,2017-08-07,2022-08-08,2.0102307117231373,0.1498052404958421,0.590824525273705,False,0.6982494974358497
2.0,put15,0.15,daily,marked_up,5,2017-09-05,2022-09-06,1.651956667205929,0.1055587651610772,0.5908245252737052,False,0.501960444249875
2.0,put15,0.15,daily,marked_up,5,2017-10-05,2022-10-05,1.4302236502667234,0.07419974852169164,0.5908245252737052,False,0.357830830830719
2.0,put15,0.15,daily,marked_up,5,2017-11-06,2022-11-07,1.6736853241290235,0.10845073979196829,0.590824525273705,False,0.5150279759795777
2.0,put15,0.15,daily,marked_up,5,2017-12-05,2022-12-05,1.4489220223754866,0.07699431898084752,0.590824525273705,False,0.3708198471047543
2.0,put15,0.15,daily,marked_up,5,2018-01-05,2023-01-05,1.421476856077141,0.07288244933114663,0.590824525273705,False,0.35169637063774745
2.0,put15,0.15,daily,marked_up,5,2018-02-05,2023-02-06,1.316779180179026,0.05655662612708934,0.591821619622859,False,0.27518873989452164
2.0,put15,0.15,daily,marked_up,5,2018-03-05,2023-03-06,0.9841761911535328,-0.003183680137990641,0.6819923884045123,False,-0.01595034190816665
2.0,put15,0.15,daily,marked_up,5,2018-04-05,2023-04-05,1.2031458215266135,0.03768574972205574,0.5908245252737051,False,0.1849396445481999
2.0,put15,0.15,daily,marked_up,5,2018-05-07,2023-05-08,1.2430887767769332,0.04446206337048553,0.5908245252737049,False,0.21759923135947037
2.0,put15,0.15,daily,marked_up,5,2018-06-05,2023-06-05,1.5101341113428564,0.08594543842894575,0.5908245252737051,False,0.4121984623418189
2.0,put15,0.15,daily,marked_up,5,2018-07-05,2023-07-05,1.5697777157509516,0.09439221348924298,0.590824525273705,False,0.45093402701225865
2.0,put15,0.15,daily,marked_up,5,2018-08-06,2023-08-07,1.6087323767968356,0.09971413640619131,0.590824525273705,False,0.47544652527415576
2.0,put15,0.15,daily,marked_up,5,2018-09-05,2023-09-05,1.3700101814413368,0.06499729019056266,0.5908245252737052,False,0.3148181715214235
2.0,put15,0.15,daily,marked_up,5,2018-10-05,2023-10-05,1.2023227626596051,0.03754371752602359,0.5908245252737052,False,0.18425532141503656
2.0,put15,0.15,daily,marked_up,5,2018-11-05,2023-11-06,1.708824061375122,0.11306458617017845,0.590824525273705,False,0.5358054505455137
2.0,put15,0.15,daily,marked_up,5,2018-12-06,2023-12-06,1.6448231888824458,0.10466288304719362,0.590824525273705,False,0.4976328944784812
2.0,put15,0.15,daily,marked_up,5,2019-01-07,2024-01-08,2.2756677461827874,0.17867060174555394,0.590824525273705,False,0.822273524141491
2.0,put15,0.15,daily,marked_up,5,2019-02-05,2024-02-05,2.062767130796737,0.15584247751274227,0.5918216196228591,False,0.7240483488020262
2.0,put15,0.15,daily,marked_up,5,2019-03-05,2024-03-05,1.4538601366115627,0.0776833728648949,0.6819923884045123,False,0.3742221823329584
2.0,put15,0.15,daily,marked_up,5,2019-04-05,2024-04-05,1.6231286500741713,0.10167455390562852,0.5908245252737051,False,0.48435555222659993
2.0,put15,0.15,daily,marked_up,5,2019-05-06,2024-05-06,1.6153155464723898,0.10061233617866883,0.5908245252737048,False,0.47953032240211857
2.0,put15,0.15,daily,marked_up,5,2019-06-05,2024-06-05,2.170746112194076,0.16760022542879027,0.590824525273705,False,0.7750709389603886
2.0,put15,0.15,daily,marked_up,5,2019-07-05,2024-07-05,2.0284301808645466,0.15187882405918818,0.590824525273705,False,0.7072621839764001
2.0,put15,0.15,daily,marked_up,5,2019-08-05,2024-08-05,1.9492596404277074,0.14274713025152486,0.590824525273705,False,0.6674496289066196
2.0,put15,0.15,daily,marked_up,5,2019-09-05,2024-09-05,1.8912582992056195,0.13586690928343104,0.5908245252737051,False,0.6372423743226283
2.0,put15,0.15,daily,marked_up,5,2019-10-07,2024-10-07,2.128397110799269,0.1630104002298074,0.5908245252737052,False,0.7553691662872055
2.0,put15,0.15,daily,marked_up,5,2019-11-05,2024-11-05,2.402427084546933,0.1915130162646672,0.590824525273705,False,0.8764795115773677
2.0,put15,0.15,daily,marked_up,5,2019-12-05,2024-12-05,2.254986539194054,0.17652130772280183,0.590824525273705,False,0.8131440036215498
2.0,put15,0.15,daily,marked_up,5,2020-01-06,2025-01-06,2.213245129015764,0.17213484259940093,0.590824525273705,False,0.7944598226778473
2.0,put15,0.15,daily,marked_up,5,2020-02-05,2025-02-05,2.038415387289348,0.15301018686976553,0.5918216196228591,False,0.7121727350766682
2.0,put15,0.15,daily,marked_up,5,2020-03-05,2025-03-05,1.5972062032075949,0.09819071151066128,0.5977173425596604,False,0.4682559800007865
2.0,put15,0.15,daily,marked_up,5,2020-04-06,2025-04-07,1.8538415194616773,0.13133835683538186,0.5071859249482977,False,0.6172599831565041
2.0,put15,0.15,daily,marked_up,5,2020-05-05,2025-05-05,2.081069773900293,0.1578866419678242,0.5442752739012343,False,0.7328820758740604
2.0,put15,0.15,daily,marked_up,5,2020-06-05,2025-06-05,2.2057916923913816,0.1714460893874814,0.5175340999836069,False,0.7910864886263033
2.0,put15,0.15,daily,marked_up,5,2020-07-06,2025-07-07,2.353938471054728,0.1866659918936291,0.5220485719020481,False,0.8560898704568577
2.0,put15,0.15,daily,marked_up,5,2020-08-05,2025-08-05,1.9699192505385124,0.1452432678373996,0.4986070263821578,False,0.6779925523354424
2.0,put15,0.15,daily,marked_up,5,2020-09-08,2025-09-08,2.2242692716508383,0.17340241900567932,0.506373711729694,False,0.7994284444418746
2.0,put15,0.15,daily,marked_up,5,2020-10-05,2025-10-06,2.1144224909159517,0.161479783913286,0.524646886403086,False,0.7487817212717782
2.0,put15,0.15,daily,marked_up,5,2020-11-05,2025-11-05,2.5596726784225083,0.20683546328118219,0.46528419231111395,False,0.939879390325478
2.0,put15,0.15,daily,marked_up,5,2020-12-07,2025-12-08,2.293234785937063,0.18048401517510415,0.48906074427511836,False,0.8299633911054783
2.0,put15,0.15,daily,marked_up,5,2021-01-05,2026-01-05,2.446383691959561,0.1959569674296413,0.4995908132453035,False,0.8946108900322639
2.0,put15,0.15,daily,marked_up,5,2021-02-05,2026-02-05,1.9796203320523402,0.1463691816469488,0.5116460504633609,False,0.6829050748310597
2.0,put15,0.15,daily,marked_up,5,2021-03-05,2026-03-05,1.6836052550281546,0.10982435080697983,0.5688010346177536,False,0.5209374792138469
2.0,put15,0.15,daily,marked_up,5,2021-04-05,2026-04-06,1.3421586176443578,0.060596710797365505,0.5153115968691833,False,0.29427922653100486
2.0,put15,0.15,daily,marked_up,5,2021-05-05,2026-05-05,1.7739054567792947,0.12148355647788467,0.5442752739012342,False,0.573183588656227
2.0,put15,0.15,daily,marked_up,10,1988-01-05,1998-01-05,6.010783754295856,0.19641665160676225,0.42388556307475067,False,1.793555148413379
2.0,put15,0.15,daily,marked_up,10,1988-02-05,1998-02-05,9.283036734919008,0.24955610806334483,0.39238770137529466,False,2.228188727634894
2.0,put15,0.15,daily,marked_up,10,1988-03-07,1998-03-09,9.241792813611454,0.24892390314355106,0.3717241033230433,False,2.2237358942798293
2.0,put15,0.15,daily,marked_up,10,1988-04-05,1998-04-06,11.960201511295708,0.2816194753302743,0.37954526992195825,False,2.481584597151091
2.0,put15,0.15,daily,marked_up,10,1988-05-05,1998-05-05,12.4052123900748,0.2863981093136012,0.36716667919422274,False,2.5181167383252734
2.0,put15,0.15,daily,marked_up,10,1988-06-06,1998-06-08,11.804502185623,0.27985496972718127,0.3807936012800567,False,2.468480999857793
2.0,put15,0.15,daily,marked_up,10,1988-07-05,1998-07-06,11.784299941868683,0.27972223390619755,0.3803466970060979,False,2.4667681321518
