date,total_return_index,close,vix,rf_annual,div_yield
1964-11-25,,85.440002,,0.038200,0.029026
1964-11-27,,85.160004,,0.038100,0.029026
1964-11-30,,84.419998,,0.038400,0.029026
1964-12-01,,83.550003,,0.038500,0.029776
1964-12-02,,83.790001,,0.038400,0.029776
1964-12-03,,84.180000,,0.037900,0.029776
1964-12-04,,84.349998,,0.037800,0.029776
1964-12-07,,84.330002,,0.037600,0.029776
1964-12-08,,84.000000,,0.038000,0.029776
1964-12-09,,83.459999,,0.038400,0.029776
1964-12-10,,83.449997,,0.038300,0.029776
1964-12-11,,83.660004,,0.038200,0.029776
1964-12-14,,83.449997,,0.038400,0.029776
1964-12-15,,83.220001,,0.038500,0.029776
1964-12-16,,83.550003,,0.038700,0.029776
1964-12-17,,83.900002,,0.038700,0.029776
1964-12-18,,84.290001,,0.038600,0.029776
1964-12-21,,84.379997,,0.038600,0.029776
1964-12-22,,84.330002,,0.038600,0.029776
1964-12-23,,84.150002,,0.038600,0.029776
1964-12-24,,84.150002,,0.038600,0.029776
1964-12-28,,84.070000,,0.038500,0.029776
1964-12-29,,83.809998,,0.038200,0.029776
1964-12-30,,84.300003,,0.038400,0.029776
1964-12-31,,84.750000,,0.038200,0.029776
1965-01-04,,84.230003,,0.038100,0.029223
1965-01-05,,84.629997,,0.038000,0.029223
1965-01-06,,84.889999,,0.038200,0.029223
1965-01-07,,85.260002,,0.038000,0.029223
1965-01-08,,85.370003,,0.037800,0.029223
1965-01-11,,85.400002,,0.037700,0.029223
1965-01-12,,85.610001,,0.037600,0.029223
1965-01-13,,85.839996,,0.037700,0.029223
1965-01-14,,85.839996,,0.037700,0.029223
1965-01-15,,86.209999,,0.037700,0.029223
1965-01-18,,86.489998,,0.037700,0.029223
1965-01-19,,86.629997,,0.037700,0.029223
1965-01-20,,86.599998,,0.038300,0.029223
1965-01-21,,86.519997,,0.038300,0.029223
1965-01-22,,86.739998,,0.038300,0.029223
1965-01-25,,86.860001,,0.038400,0.029223
1965-01-26,,86.940002,,0.038400,0.029223
1965-01-27,,87.230003,,0.038500,0.029223
1965-01-28,,87.480003,,0.038600,0.029223
1965-01-29,,87.559998,,0.038700,0.029223
1965-02-01,,87.580002,,0.038800,0.029203
1965-02-02,,87.550003,,0.038800,0.029203
1965-02-03,,87.629997,,0.038900,0.029203
1965-02-04,,87.570000,,0.039000,0.029203
1965-02-05,,87.290001,,0.039100,0.029203
1965-02-08,,86.949997,,0.038900,0.029203
1965-02-09,,87.239998,,0.038900,0.029203
1965-02-10,,86.459999,,0.039100,0.029203
1965-02-11,,85.540001,,0.039200,0.029203
1965-02-12,,86.169998,,0.039300,0.029203
1965-02-15,,86.070000,,0.039100,0.029203
1965-02-16,,85.669998,,0.039200,0.029203
1965-02-17,,85.769997,,0.039600,0.029203
1965-02-18,,86.050003,,0.039600,0.029203
1965-02-19,,86.209999,,0.039600,0.029203
1965-02-23,,86.639999,,0.039800,0.029203
1965-02-24,,87.169998,,0.040000,0.029203
1965-02-25,,87.199997,,0.040000,0.029203
1965-02-26,,87.430000,,0.039900,0.029203
1965-03-01,,87.250000,,0.039700,0.029368
1965-03-02,,87.400002,,0.039600,0.029368
1965-03-03,,87.260002,,0.039700,0.029368
1965-03-04,,86.980003,,0.039600,0.029368
1965-03-05,,86.800003,,0.039500,0.029368
1965-03-08,,86.830002,,0.039400,0.029368
1965-03-09,,86.690002,,0.039400,0.029368
1965-03-10,,86.540001,,0.039500,0.029368
1965-03-11,,86.900002,,0.039400,0.029368
1965-03-12,,87.209999,,0.039300,0.029368
1965-03-15,,87.239998,,0.039200,0.029368
1965-03-16,,87.129997,,0.039100,0.029368
1965-03-17,,87.019997,,0.039200,0.029368
1965-03-18,,86.809998,,0.039200,0.029368
1965-03-19,,86.839996,,0.039200,0.029368
1965-03-22,,86.830002,,0.039200,0.029368
1965-03-23,,86.930000,,0.039100,0.029368
1965-03-24,,87.089996,,0.039100,0.029368
1965-03-25,,86.839996,,0.038900,0.029368
1965-03-26,,86.199997,,0.039000,0.029368
1965-03-29,,86.029999,,0.039000,0.029368
1965-03-30,,86.199997,,0.039200,0.029368
1965-03-31,,86.160004,,0.039300,0.029368
1965-04-01,,86.320000,,0.039300,0.029215
1965-04-02,,86.529999,,0.039400,0.029215
1965-04-05,,86.529999,,0.039300,0.029215
1965-04-06,,86.500000,,0.039200,0.029215
1965-04-07,,86.550003,,0.039400,0.029215
1965-04-08,,87.040001,,0.039200,0.029215
1965-04-09,,87.559998,,0.039300,0.029215
1965-04-12,,87.940002,,0.039300,0.029215
1965-04-13,,88.040001,,0.039200,0.029215
1965-04-14,,88.239998,,0.039400,0.029215
1965-04-15,,88.150002,,0.039400,0.029215
1965-04-19,,88.510002,,0.039400,0.029215
1965-04-20,,88.459999,,0.039300,0.029215
1965-04-21,,88.300003,,0.039400,0.029215
1965-04-22,,88.779999,,0.039400,0.029215
1965-04-23,,88.879997,,0.039200,0.029215
1965-04-26,,88.889999,,0.039000,0.029215
1965-04-27,,89.040001,,0.039000,0.029215
1965-04-28,,89.000000,,0.039200,0.029215
1965-04-29,,88.930000,,0.039200,0.029215
1965-04-30,,89.110001,,0.039100,0.029215
1965-05-03,,89.230003,,0.039000,0.029010
1965-05-04,,89.510002,,0.038800,0.029010
1965-05-05,,89.709999,,0.039000,0.029010
1965-05-06,,89.919998,,0.038900,0.029010
1965-05-07,,89.849998,,0.038900,0.029010
1965-05-10,,89.660004,,0.038800,0.029010
1965-05-11,,89.550003,,0.038800,0.029010
1965-05-12,,89.940002,,0.039000,0.029010
1965-05-13,,90.269997,,0.039000,0.029010
1965-05-14,,90.099998,,0.039000,0.029010
1965-05-17,,89.540001,,0.038900,0.029010
1965-05-18,,89.459999,,0.038900,0.029010
1965-05-19,,89.669998,,0.039000,0.029010
1965-05-20,,89.180000,,0.039000,0.029010
1965-05-21,,88.750000,,0.039000,0.029010
1965-05-24,,88.089996,,0.038800,0.029010
1965-05-25,,88.599998,,0.038800,0.029010
1965-05-26,,88.300003,,0.038900,0.029010
1965-05-27,,87.839996,,0.038800,0.029010
1965-05-28,,88.419998,,0.038700,0.029010
1965-06-01,,88.720001,,0.038800,0.030691
1965-06-02,,87.089996,,0.038700,0.030691
1965-06-03,,86.900002,,0.038400,0.030691
1965-06-04,,87.110001,,0.038100,0.030691
1965-06-07,,86.879997,,0.037800,0.030691
1965-06-08,,85.930000,,0.038100,0.030691
1965-06-09,,85.040001,,0.038200,0.030691
1965-06-10,,84.730003,,0.038100,0.030691
1965-06-11,,85.120003,,0.038100,0.030691
1965-06-14,,84.010002,,0.038000,0.030691
1965-06-15,,84.489998,,0.038000,0.030691
1965-06-16,,85.199997,,0.037900,0.030691
1965-06-17,,85.739998,,0.038000,0.030691
1965-06-18,,85.339996,,0.038000,0.030691
1965-06-21,,85.050003,,0.037800,0.030691
1965-06-22,,85.209999,,0.037800,0.030691
1965-06-23,,84.669998,,0.037800,0.030691
1965-06-24,,83.559998,,0.037700,0.030691
1965-06-25,,83.059998,,0.037700,0.030691
1965-06-28,,81.599998,,0.037800,0.030691
1965-06-29,,82.410004,,0.038100,0.030691
1965-06-30,,84.120003,,0.038100,0.030691
